study_hours,exam_scores
8.528104691935328,66.04533438806324
5.800314416734446,78.86902497859262
6.957475968211479,69.89194862431127
9.481786398402916,63.19367815877588
8.735115980299934,74.71817771661345
3.045444240247178,79.28331870530418
6.9001768350511785,75.66517222383168
4.697285583404605,78.02471897739781
4.793562296412884,68.65677906319037
5.821197003876745,71.37258834012862
5.288087142321756,68.27539552224049
7.908547013925951,71.4044683845946
6.522075450293987,66.86853717955546
5.243350032985656,57.73717397668323
5.887726465490851,76.77426142253753
5.667348654748533,70.98219063791738
7.988158146315213,58.69801653033955
4.589683472468399,79.62782255525774
5.626135403301802,65.92701635616758
3.2918085213965504,75.51945395796139
-0.10597963166815738,82.29090562177537
6.307237190880722,76.2898291075741
6.728872397719011,86.39400684543301
3.5156699591871163,62.651741796463476
9.539509247975214,79.02341641177549
2.0912686508024705,68.15189909059687
5.091517034602892,66.29202850818118
4.625632299948332,69.21150335235585
8.065558428716916,71.88447467872628
7.93871753980057,75.56165342229745
5.309894851393833,63.348501592166436
5.756325039204347,84.00826486954188
3.2244285047397745,79.6566243973046
1.038407063552146,59.637563137227765
4.3041757013476944,89.882521937956
5.31269793820796,93.95889176030583
7.460581361455442,86.7877957115965
7.404759697568823,73.2007516418765
4.2253463651840955,64.29247378489457
4.3953944988493285,85.54451726931137
2.9028940698658148,70.9682305302682
2.1599641256420496,87.22445070382427
1.5874596187499748,77.08274978076861
8.90155079046358,84.76639036483714
3.980695636496693,78.56366397174402
4.123851396777627,82.06573168191949
2.494409279900147,75.1050002072082
6.554980711663821,92.85870493905836
1.772204304884097,76.2691209270362
4.574519439572063,79.01989363444702
